make,model,variant,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,age,best_resale,seats_cat
Maruti,800,STD,0.45,40000 - 50000 Km,Petrol,Individual,Manual,3rd owner,16.1,0.8,37.0,4.0,23.0,yes,5andBelow
Maruti,Grand,VITARA MT,4.79,140000 - 150000 Km,Petrol,Individual,Manual,3rd owner,17.0,1.2,81.85999999999999,5.0,15.0,yes,5andBelow
Hyundai,EON,SPORTZ,3.4,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,21.1,0.81,55.2,5.0,6.0,yes,5andBelow
Maruti,Swift Dzire,ZXI,6.2,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,19.09999999999999,1.2,83.14,5.0,6.0,yes,5andBelow
Tata,Manza,CLUB CLASS QUADRAJET90 EX,2.7,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,18.8,1.25,88.8,5.0,10.0,yes,5andBelow
Tata,Tiago,1.05 REVOTORQ XZ PLUS,4.0,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,25.2,1.05,69.0,5.0,4.0,yes,5andBelow
Maruti,Wagon,R VXI OPTIONAL,2.6,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,18.9,1.0,67.0,5.0,7.0,yes,5andBelow
Nissan,Terrano,XL PLUS 85 PS,4.9,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,19.01,1.46,83.8,5.0,7.0,No,5andBelow
Maruti,Wagon,R DUO LXI,1.2,80000 - 90000 Km,Petrol + AltFuel,Individual,Manual,2nd owner,25.2,1.0,57.5,5.0,12.0,yes,5andBelow
Hyundai,i10,ERA,1.25,100000 - 110000 Km,Petrol,Individual,Manual,2nd owner,19.81,1.09,68.05,5.0,14.0,yes,5andBelow
Maruti,Alto,800 LXI,1.9,0 - 10000 Km,Petrol,Individual,Manual,1st owner,19.7,0.8,46.3,5.0,3.0,yes,5andBelow
Toyota,Fortuner,4X2 AT,18.0,90000 - 100000 Km,Diesel,Individual,Automatic,1st owner,11.359999999999998,2.76,169.0,7.0,8.0,yes,btwn6and8
Honda,Civic,1.8 V MT,3.2,80000 - 90000 Km,Petrol,Individual,Manual,1st owner,12.8968505859375,1.7997753906250002,129.989501953125,5.0,14.0,yes,5andBelow
Honda,Civic,1.8 S AT,2.5,40000 - 50000 Km,Petrol,Dealer,Automatic,1st owner,12.89842529296875,1.7998876953125,129.9947509765625,5.0,15.0,yes,5andBelow
Ford,Figo,DIESEL TITANIUM,1.05,80000 - 90000 Km,Diesel,Individual,Manual,3rd owner,20.0,1.4,68.0,5.0,12.0,No,5andBelow
Hyundai,i20,ACTIVE 1.2 SX,5.5,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,17.4,1.2,81.83,5.0,4.0,yes,5andBelow
Hyundai,Grand,I10 1.2 KAPPA SPORTZ AT,6.0,0 - 10000 Km,Petrol,Individual,Automatic,1st owner,17.0,1.2,81.85999999999999,5.0,3.0,yes,5andBelow
Maruti,Alto,800 VXI,2.1,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,19.7,0.8,46.3,5.0,2.0,yes,5andBelow
Maruti,Alto,800 LXI AIRBAG,2.1,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,19.7,0.8,46.3,5.0,10.0,yes,5andBelow
Hyundai,i10,ERA 1.1,1.25,50000 - 60000 Km,Petrol,Individual,Manual,1st owner,19.81,1.09,68.05,5.0,14.0,yes,5andBelow
Maruti,Celerio,VXI,3.8,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,21.63,1.0,67.0,5.0,6.0,yes,5andBelow
Maruti,Baleno,DELTA 1.2,6.0,0 - 10000 Km,Petrol,Individual,Manual,1st owner,15.399999999999999,1.2,83.0,5.0,3.0,yes,5andBelow
Maruti,Swift,VXI DECA,4.9,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,18.6,1.2,81.8,5.0,6.0,yes,5andBelow
Maruti,Swift Dzire,LDI,5.45,30000 - 40000 Km,Diesel,Individual,Manual,2nd owner,23.4,1.25,74.0,5.0,4.0,yes,5andBelow
Maruti,Wagon,R VXI BS IV,2.5,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,18.9,1.0,67.0,5.0,7.0,yes,5andBelow
Hyundai,Venue,SX OPT TURBO BSIV,10.5,0 - 10000 Km,Petrol,Individual,Manual,1st owner,18.008203124999998,1.0,118.0,5.0,2.0,yes,5andBelow
Maruti,Wagon,R LX MINOR,1.0,90000 - 100000 Km,Petrol,Individual,Manual,1st owner,18.9,1.0,67.0,5.0,15.0,yes,5andBelow
Ford,Figo,DIESEL ZXI,2.5,90000 - 100000 Km,Diesel,Individual,Manual,2nd owner,20.0,1.4,68.0,5.0,8.0,No,5andBelow
Maruti,Wagon,R LX BSIII,1.0,100000 - 110000 Km,Petrol,Individual,Manual,1st owner,18.9,1.0,67.0,5.0,15.0,yes,5andBelow
Ford,Figo,1.5D AMBIENTE ABS MT,3.5,50000 - 60000 Km,Diesel,Individual,Manual,2nd owner,20.0,1.4,68.0,5.0,6.0,No,5andBelow
Renault,Duster,110PS DIESEL RXZ PLUS,3.7,60000 - 70000 Km,Diesel,Individual,Manual,2nd owner,19.01,1.46,83.8,5.0,10.0,No,5andBelow
Maruti,Zen,VXI - BS III,1.21,100000 - 110000 Km,Petrol,Individual,Manual,2nd owner,16.899999999998077,0.9899999999998874,59.99999999999318,5.0,18.0,yes,5andBelow
Ford,Figo,ASPIRE 1.5 TI-VCT TITANIUM,5.7,40000 - 50000 Km,Petrol,Dealer,Automatic,1st owner,15.6,1.2,70.0,5.0,5.0,No,5andBelow
Maruti,Ertiga,SHVS VDI,7.85,20000 - 30000 Km,Diesel,Individual,Manual,1st owner,20.77,1.25,88.5,7.0,5.0,yes,btwn6and8
Maruti,Ciaz,S 1.3,8.5,20000 - 30000 Km,Diesel,Individual,Manual,1st owner,25.2,1.25,88.5,5.0,4.0,yes,5andBelow
Maruti,Wagon,R VXI BS IV,3.75,20000 - 30000 Km,Petrol,Individual,Manual,2nd owner,18.9,1.0,67.0,5.0,6.0,yes,5andBelow
Maruti,Baleno,ALPHA 1.2,6.19,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,15.399999999999999,1.2,83.0,5.0,5.0,yes,5andBelow
Chevrolet,Cruze,LTZ,3.35,80000 - 90000 Km,Diesel,Individual,Manual,2nd owner,14.81,1.99,35.5,5.0,11.0,No,5andBelow
Toyota,Innova,2.5 G (DIESEL) 8 SEATER BS IV,5.0,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,12.8,2.49,100.6,7.0,16.0,yes,btwn6and8
Maruti,Wagon,R LX,0.6,90000 - 100000 Km,Petrol,Individual,Manual,2nd owner,18.9,1.0,67.0,5.0,19.0,yes,5andBelow
Maruti,Zen,ESTILO VXI BSIV,1.3,40000 - 50000 Km,Petrol,Individual,Manual,2nd owner,16.89999999999904,0.9899999999999437,59.99999999999659,5.0,12.0,yes,5andBelow
Toyota,Innova,CRYSTA 2.4 VX MT 8S BSIV,19.0,10000 - 20000 Km,Diesel,Individual,Manual,1st owner,12.8,2.49,100.6,7.0,3.0,yes,btwn6and8
Tata,Indigo,TDI,2.7,60000 - 70000 Km,Diesel,Individual,Manual,2nd owner,19.09,1.4,69.0,5.0,9.0,yes,5andBelow
Maruti,Wagon,R LXI MINOR,2.25,90000 - 100000 Km,Petrol,Individual,Manual,2nd owner,18.9,1.0,67.0,5.0,12.0,yes,5andBelow
Volkswagen,Vento,1.5 HIGHLINE PLUS AT 16 ALLOY,7.1,100000 - 110000 Km,Diesel,Individual,Automatic,1st owner,20.54,1.5,103.6,5.0,5.0,No,5andBelow
Toyota,Corolla,ALTIS 1.8 GL,15.0,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,12.5,1.79,132.0,5.0,3.0,yes,5andBelow
Maruti,Baleno,ZETA 1.2,5.5,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,15.399999999999999,1.2,83.0,5.0,5.0,yes,5andBelow
Maruti,800,AC BSIII,0.58,60000 - 70000 Km,Petrol,Individual,Manual,2nd owner,16.1,0.8,37.0,4.0,14.0,yes,5andBelow
Audi,A4,1.8 TFSI,12.0,50000 - 60000 Km,Petrol,Individual,Automatic,3rd owner,12.3,1.78,163.2,5.0,10.0,No,5andBelow
Mahindra,Scorpio,M2DI,5.0,140000 - 150000 Km,Diesel,Individual,Manual,1st owner,11.79,2.18,120.0,7.0,9.0,yes,btwn6and8
Maruti,Swift,LXI BSIV,1.2,80000 - 90000 Km,Petrol,Individual,Manual,2nd owner,18.6,1.2,81.8,5.0,13.0,yes,5andBelow
Toyota,Innova,2.5 EV DIESEL PS 7 SEATER BSIII,3.0,240000 - 250000 Km,Diesel,Individual,Manual,1st owner,12.8,2.49,100.6,7.0,10.0,yes,btwn6and8
Hyundai,EON,ERA PLUS,3.0,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,21.1,0.81,55.2,5.0,4.0,yes,5andBelow
Datsun,GO,PLUS T OPTION BSIV,2.95,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,19.44,1.2,67.0,5.0,7.0,No,5andBelow
Hyundai,Verna,I (PETROL),1.23,40000 - 50000 Km,Petrol,Individual,Manual,2nd owner,13.899999999999999,1.59,105.49999999999582,5.0,15.0,yes,5andBelow
Maruti,Wagon,R LXI MINOR,1.3,50000 - 60000 Km,Petrol,Individual,Manual,3rd owner,18.9,1.0,67.0,5.0,15.0,yes,5andBelow
Tata,Indica,VISTA AQUA 1.4 TDI,1.1,80000 - 90000 Km,Diesel,Individual,Manual,2nd owner,17.0,1.25,53.5,5.0,12.0,yes,5andBelow
Mahindra,Xylo,CELEBRATION EDITION BSIV,2.0,230000 - 240000 Km,Diesel,Individual,Manual,3rd owner,13.0,2.49,95.0,8.0,12.0,yes,btwn6and8
Hyundai,Grand,I10 MAGNA,3.2,60000 - 70000 Km,Petrol,Individual,Manual,2nd owner,17.0,1.2,81.85999999999999,5.0,7.0,yes,5andBelow
Maruti,Wagon,R LXI BS IV,3.0,40000 - 50000 Km,Petrol,Individual,Manual,1st owner,18.9,1.0,67.0,5.0,8.0,yes,5andBelow
Maruti,Ertiga,VXI PETROL,8.0,40000 - 50000 Km,Petrol,Individual,Manual,1st owner,16.02,1.37,91.1,7.0,4.0,yes,btwn6and8
Hyundai,Xcent,1.1 CRDI S,2.7,170000 - 180000 Km,Diesel,Individual,Manual,1st owner,24.4,1.12,71.0,5.0,6.0,yes,5andBelow
Hyundai,i20,1.2 MAGNA EXECUTIVE,5.4,50000 - 60000 Km,Petrol,Individual,Manual,1st owner,17.4,1.2,81.83,5.0,5.0,yes,5andBelow
Maruti,SX4,VDI,3.4,90000 - 100000 Km,Diesel,Individual,Manual,2nd owner,21.5,1.25,88.5,5.0,9.0,yes,5andBelow
Maruti,Eeco,5 SEATER AC BSIV,3.5,30000 - 40000 Km,Petrol,Individual,Manual,2nd owner,15.37,1.2,73.0,5.0,5.0,yes,5andBelow
Volkswagen,Vento,DIESEL STYLE LIMITED EDITION,3.0,90000 - 100000 Km,Diesel,Individual,Manual,1st owner,20.54,1.5,103.6,5.0,11.0,No,5andBelow
Maruti,Ritz,VDI,3.3,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,21.1,1.25,73.9,5.0,9.0,yes,5andBelow
Maruti,Swift Dzire,VDI,2.5,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,23.4,1.25,74.0,5.0,9.0,yes,5andBelow
Maruti,Swift,STAR VDI,2.5,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,17.8,1.25,74.0,5.0,9.0,yes,5andBelow
Hyundai,Grand,I10 1.2 KAPPA MAGNA BSIV,5.45,0 - 10000 Km,Petrol,Individual,Manual,1st owner,17.0,1.2,81.85999999999999,5.0,2.0,yes,5andBelow
Hyundai,i10,MAGNA 1.1 ITECH SE,3.0,40000 - 50000 Km,Petrol,Dealer,Manual,1st owner,19.81,1.09,68.05,5.0,7.0,yes,5andBelow
Renault,KWID,RXT,2.4,40000 - 50000 Km,Petrol,Individual,Manual,1st owner,23.01,0.8,53.3,5.0,5.0,No,5andBelow
Renault,KWID,1.0 RXT OPTIONAL,3.6,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,23.01,0.8,53.3,5.0,4.0,No,5andBelow
Hyundai,i20,1.4 CRDI MAGNA,2.5,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,21.9,1.4,88.73,5.0,10.0,yes,5andBelow
Hyundai,i20,ASTA OPTION 1.4 CRDI,6.0,40000 - 50000 Km,Diesel,Individual,Manual,2nd owner,21.9,1.4,88.73,5.0,6.0,yes,5andBelow
Tata,Indigo,CR4,1.5,70000 - 80000 Km,Diesel,Individual,Manual,2nd owner,19.09,1.4,69.0,5.0,12.0,yes,5andBelow
Ford,EcoSport,1.5 DIESEL TREND BSIV,7.0,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,22.77,1.5,98.59,5.0,5.0,No,5andBelow
Mahindra,XUV500,W6 2WD,12.9,0 - 10000 Km,Diesel,Individual,Manual,1st owner,15.1,2.18,140.0,7.0,6.0,yes,btwn6and8
Maruti,Celerio,ZXI AMT BSIV,5.0,0 - 10000 Km,Petrol,Individual,Automatic,1st owner,21.63,1.0,67.0,5.0,4.0,yes,5andBelow
Honda,City,I VTEC V,8.0,0 - 10000 Km,Petrol,Individual,Manual,1st owner,12.0,1.5,116.3,5.0,7.0,yes,5andBelow
Maruti,Wagon,R LXI MINOR,1.5,40000 - 50000 Km,Petrol,Individual,Manual,1st owner,18.9,1.0,67.0,5.0,14.0,yes,5andBelow
Maruti,800,AC,0.8,30000 - 40000 Km,Petrol,Individual,Manual,4th & above owner,16.1,0.8,37.0,4.0,20.0,yes,5andBelow
Ford,Figo,DIESEL EXI,1.3,90000 - 100000 Km,Diesel,Individual,Manual,3rd owner,20.0,1.4,68.0,5.0,12.0,No,5andBelow
Ford,Figo,DIESEL EXI,2.8,70000 - 80000 Km,Diesel,Individual,Manual,2nd owner,20.0,1.4,68.0,5.0,10.0,No,5andBelow
Mahindra,Xylo,D2 BS IV,2.3,100000 - 110000 Km,Diesel,Individual,Manual,2nd owner,13.0,2.49,95.0,8.0,11.0,yes,btwn6and8
Maruti,Zen,ESTILO VXI BSIII,0.8,110000 - 120000 Km,Petrol,Individual,Manual,1st owner,16.89999999999952,0.9899999999999718,59.999999999998295,5.0,14.0,yes,5andBelow
Maruti,Ritz,VDI,2.4,50000 - 60000 Km,Diesel,Individual,Manual,2nd owner,21.1,1.25,73.9,5.0,9.0,yes,5andBelow
Mahindra,Xylo,E8,3.8,70000 - 80000 Km,Diesel,Individual,Manual,2nd owner,13.0,2.49,95.0,8.0,12.0,yes,btwn6and8
Hyundai,i10,ERA,2.65,40000 - 50000 Km,Petrol,Individual,Manual,1st owner,19.81,1.09,68.05,5.0,9.0,yes,5andBelow
Hyundai,EON,MAGNA PLUS OPTION,3.2,20000 - 30000 Km,Petrol,Individual,Manual,1st owner,21.1,0.81,55.2,5.0,4.0,yes,5andBelow
Nissan,Terrano,XL 110 PS,5.0,110000 - 120000 Km,Diesel,Individual,Manual,3rd owner,19.01,1.46,83.8,5.0,8.0,No,5andBelow
Hyundai,Creta,1.6 CRDI SX OPTION,13.0,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,17.01,1.58,126.0,5.0,6.0,yes,5andBelow
Mahindra,Scorpio,S11 BSIV,15.0,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,11.79,2.18,120.0,7.0,4.0,yes,btwn6and8
Toyota,Innova,CRYSTA 2.8 ZX AT BSIV,18.0,100000 - 110000 Km,Diesel,Individual,Automatic,1st owner,12.8,2.49,100.6,7.0,6.0,yes,btwn6and8
Mahindra,XUV500,W6 2WD,6.0,70000 - 80000 Km,Diesel,Individual,Manual,2nd owner,15.1,2.18,140.0,7.0,8.0,yes,btwn6and8
Tata,Tiago,1.2 REVOTRON XT,4.2,70000 - 80000 Km,Petrol,Individual,Manual,1st owner,23.84,1.2,84.0,5.0,4.0,yes,5andBelow
Maruti,Zen,ESTILO LXI BS IV,1.4,110000 - 120000 Km,Petrol,Individual,Manual,1st owner,16.899999999999757,0.9899999999999859,59.99999999999915,5.0,13.0,yes,5andBelow
Maruti,Alto,K10 VXI,3.5,20000 - 30000 Km,Petrol,Dealer,Manual,1st owner,19.7,0.8,46.3,5.0,5.0,yes,5andBelow
Ford,EcoSport,1.5 TI VCT MT TITANIUM BE BSIV,8.5,10000 - 20000 Km,Petrol,Dealer,Manual,1st owner,15.85,1.5,110.4,5.0,4.0,No,5andBelow
Maruti,Alto,LX,1.4,50000 - 60000 Km,Petrol,Dealer,Manual,1st owner,19.7,0.8,46.3,5.0,14.0,yes,5andBelow
Ford,Aspire,TITANIUM PLUS BSIV,5.5,10000 - 20000 Km,Petrol,Dealer,Manual,2nd owner,19.4,1.19,94.93,5.0,7.0,No,5andBelow
Hyundai,Grand,I10 ASTA OPTION AT,5.25,10000 - 20000 Km,Petrol,Dealer,Automatic,1st owner,17.0,1.2,81.85999999999999,5.0,5.0,yes,5andBelow
Ford,Ecosport,1.5 DV5 MT TITANIUM,4.7,140000 - 150000 Km,Diesel,Dealer,Manual,1st owner,21.7,1.5,89.84,5.0,7.0,No,5andBelow
Ford,Endeavour,3.0L 4X4 AT,9.0,90000 - 100000 Km,Diesel,Dealer,Automatic,1st owner,10.9,2.2,141.0,7.0,9.0,No,btwn6and8
Ford,Endeavour,2.5L 4X2,5.0,220000 - 230000 Km,Diesel,Dealer,Manual,2nd owner,10.9,2.2,141.0,7.0,11.0,No,btwn6and8
Maruti,Zen,LXI,0.8,110000 - 120000 Km,Petrol,Individual,Manual,2nd owner,16.899999999999878,0.9899999999999929,59.999999999999574,5.0,24.0,yes,5andBelow
Mahindra,Verito,1.5 D2 BSIII,1.75,170000 - 180000 Km,Diesel,Individual,Manual,1st owner,20.8,1.46,64.1,5.0,11.0,yes,5andBelow
Mahindra,XUV500,AT W10 AWD,13.5,10000 - 20000 Km,Diesel,Individual,Automatic,2nd owner,15.1,2.18,140.0,7.0,5.0,yes,btwn6and8
Renault,Duster,110PS DIESEL RXZ,8.0,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,19.01,1.46,83.8,5.0,5.0,No,5andBelow
Datsun,RediGO,1.0 S,2.5,10000 - 20000 Km,Petrol,Individual,Manual,1st owner,22.5,0.8,53.64,5.0,5.0,No,5andBelow
Maruti,Ignis,1.2 AMT ALPHA BSIV,7.0,20000 - 30000 Km,Petrol,Individual,Automatic,1st owner,20.89,1.2,81.8,5.0,4.0,yes,5andBelow
Tata,Nexon,1.5 REVOTORQ XM,8.0,20000 - 30000 Km,Diesel,Individual,Manual,1st owner,21.5,1.5,108.5,5.0,3.0,yes,5andBelow
Mahindra,XUV500,W6 2WD,6.6,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,15.1,2.18,140.0,7.0,9.0,yes,btwn6and8
Maruti,Swift,VDI BSIV,4.65,50000 - 60000 Km,Diesel,Individual,Manual,3rd owner,17.8,1.25,74.0,5.0,7.0,yes,5andBelow
Mahindra,Scorpio,2.6 CRDE,1.8,220000 - 230000 Km,Diesel,Individual,Manual,2nd owner,11.79,2.18,120.0,7.0,16.0,yes,btwn6and8
Maruti,Swift Dzire,VDI,6.0,60000 - 70000 Km,Diesel,Individual,Manual,3rd owner,23.4,1.25,74.0,5.0,5.0,yes,5andBelow
Hyundai,Verna,1.6 SX,4.5,70000 - 80000 Km,Diesel,Individual,Manual,2nd owner,16.8,1.58,126.0,5.0,8.0,yes,5andBelow
Hyundai,Elite,I20 SPORTZ PLUS BSIV,7.21,0 - 10000 Km,Petrol,Individual,Manual,1st owner,17.4,1.2,81.86,5.0,3.0,yes,5andBelow
Maruti,Swift,1.2 DLX,3.0,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,18.6,1.2,81.8,5.0,4.0,yes,5andBelow
Mahindra,Scorpio,BSIV,10.0,0 - 10000 Km,Diesel,Individual,Manual,1st owner,11.79,2.18,120.0,7.0,3.0,yes,btwn6and8
Renault,KWID,RXT,3.0,30000 - 40000 Km,Petrol,Individual,Manual,1st owner,23.01,0.8,53.3,5.0,6.0,No,5andBelow
Mahindra,Scorpio,LX,4.5,110000 - 120000 Km,Diesel,Individual,Manual,1st owner,11.79,2.18,120.0,7.0,9.0,yes,btwn6and8
Ford,Figo,1.5D TREND MT,5.45,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,20.0,1.4,68.0,5.0,5.0,No,5andBelow
Honda,Amaze,V DIESEL BSIV,8.45,10000 - 20000 Km,Diesel,Individual,Manual,1st owner,24.7,1.5,98.6,5.0,4.0,yes,5andBelow
Skoda,Rapid,1.5 TDI AMBITION,7.0,90000 - 100000 Km,Diesel,Individual,Manual,1st owner,20.5,1.5,103.5199609375,5.0,6.0,No,5andBelow
Ford,Ecosport,1.5 DV5 MT TITANIUM,5.25,70000 - 80000 Km,Diesel,Individual,Manual,2nd owner,21.7,1.5,89.84,5.0,8.0,No,5andBelow
Ford,Fiesta,CLASSIC 1.4 SXI DURATORQ,1.1,100000 - 110000 Km,Diesel,Individual,Manual,3rd owner,17.8,1.4,67.0,5.0,16.0,No,5andBelow
Tata,Indica,VISTA AQUA 1.3 QUADRAJET BSIV,1.8,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,17.0,1.25,53.5,5.0,11.0,yes,5andBelow
Hyundai,i10,ERA,2.8,20000 - 30000 Km,Petrol,Individual,Manual,2nd owner,19.81,1.09,68.05,5.0,10.0,yes,5andBelow
Renault,KWID,1.0 RXT OPTIONAL,4.0,0 - 10000 Km,Petrol,Individual,Manual,1st owner,23.01,0.8,53.3,5.0,3.0,No,5andBelow
Mahindra,XUV500,W8 4WD,6.25,120000 - 130000 Km,Diesel,Individual,Manual,2nd owner,15.1,2.18,140.0,7.0,10.0,yes,btwn6and8
Volkswagen,Vento,1.5 TDI HIGHLINE,5.35,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,20.54,1.5,103.6,5.0,7.0,No,5andBelow
Maruti,Swift,VDI OPTIONAL,4.6,40000 - 50000 Km,Diesel,Individual,Manual,1st owner,17.8,1.25,74.0,5.0,5.0,yes,5andBelow
Mahindra,Bolero,DI,3.0,90000 - 100000 Km,Diesel,Individual,Manual,1st owner,15.96,2.52,62.1,7.0,12.0,yes,btwn6and8
Honda,Civic,1.8 V AT,2.8,50000 - 60000 Km,Petrol,Individual,Automatic,1st owner,12.899212646484376,1.79994384765625,129.99737548828125,5.0,15.0,yes,5andBelow
Honda,Mobilio,V I VTEC,5.0,60000 - 70000 Km,Petrol,Individual,Manual,1st owner,15.137500000000001,1.3125,102.63749999999999,7.0,8.0,yes,btwn6and8
Hyundai,Creta,1.6 SX,12.0,0 - 10000 Km,Petrol,Individual,Manual,1st owner,14.8,1.59,121.3,5.0,3.0,yes,5andBelow
Hyundai,i10,SPORTZ AT,1.8,130000 - 140000 Km,Petrol,Individual,Automatic,2nd owner,19.81,1.09,68.05,5.0,11.0,yes,5andBelow
Maruti,Alto,LXI,0.78,110000 - 120000 Km,Petrol,Individual,Manual,2nd owner,19.7,0.8,46.3,5.0,13.0,yes,5andBelow
Mahindra,Scorpio,VLX 2WD AIRBAG BSIV,6.0,230000 - 240000 Km,Diesel,Individual,Manual,1st owner,11.79,2.18,120.0,7.0,8.0,yes,btwn6and8
Maruti,Wagon,R LXI MINOR,1.1,90000 - 100000 Km,Petrol,Individual,Manual,2nd owner,18.9,1.0,67.0,5.0,14.0,yes,5andBelow
Mahindra,Bolero,SLX 4WD BSIII,4.5,100000 - 110000 Km,Diesel,Individual,Manual,2nd owner,15.96,2.52,62.1,7.0,11.0,yes,btwn6and8
Mahindra,Scorpio,S9 BSIV,13.5,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,11.79,2.18,120.0,7.0,3.0,yes,btwn6and8
Honda,City,1.3 DX,1.2,160000 - 170000 Km,Petrol,Individual,Manual,2nd owner,12.0,1.5,116.3,5.0,19.0,yes,5andBelow
Hyundai,Grand,I10 CRDI SPORTZ,3.9,60000 - 70000 Km,Diesel,Individual,Manual,2nd owner,24.0,1.12,70.0,5.0,8.0,yes,5andBelow
Volkswagen,Polo,DIESEL HIGHLINE 1.2L,3.2,110000 - 120000 Km,Diesel,Individual,Manual,3rd owner,20.14,1.2,73.9,5.0,9.0,No,5andBelow
Volkswagen,Ameo,1.5 TDI HIGHLINE,7.2,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,21.66,1.5,108.495,5.0,5.0,No,5andBelow
Maruti,Swift,ZXI ABS,2.2,70000 - 80000 Km,Petrol,Individual,Manual,2nd owner,18.6,1.2,81.8,5.0,15.0,yes,5andBelow
Maruti,Wagon,R LXI BS IV,2.25,60000 - 70000 Km,Petrol,Dealer,Manual,1st owner,18.9,1.0,67.0,5.0,11.0,yes,5andBelow
Tata,Manza,AURA (ABS) QUADRAJET BS IV,2.0,140000 - 150000 Km,Diesel,Individual,Manual,2nd owner,18.8,1.25,88.8,5.0,12.0,yes,5andBelow
Ford,Figo,DIESEL TITANIUM,3.0,60000 - 70000 Km,Diesel,Individual,Manual,1st owner,20.0,1.4,68.0,5.0,10.0,No,5andBelow
Honda,Amaze,VX I-DTEC,7.0,70000 - 80000 Km,Diesel,Individual,Manual,1st owner,24.7,1.5,98.6,5.0,4.0,yes,5andBelow
Ford,Endeavour,2.5L 4X2 MT,5.0,100000 - 110000 Km,Diesel,Individual,Manual,2nd owner,10.9,2.2,141.0,7.0,13.0,No,btwn6and8
Renault,Duster,85PS DIESEL RXE,5.0,30000 - 40000 Km,Diesel,Individual,Manual,1st owner,19.01,1.46,83.8,5.0,6.0,No,5andBelow
Maruti,Ritz,LDI,4.0,80000 - 90000 Km,Diesel,Individual,Manual,2nd owner,21.1,1.25,73.9,5.0,6.0,yes,5andBelow
Toyota,Corolla,ALTIS D-4D J,8.25,70000 - 80000 Km,Diesel,Dealer,Manual,2nd owner,21.43,1.36,87.2,5.0,7.0,yes,5andBelow
Maruti,Swift Dzire,VDI,7.2,10000 - 20000 Km,Diesel,Individual,Manual,1st owner,23.4,1.25,74.0,5.0,4.0,yes,5andBelow
Maruti,800,AC UNIQ,1.1,20000 - 30000 Km,Petrol,Individual,Manual,2nd owner,16.1,0.8,37.0,4.0,13.0,yes,5andBelow
Mahindra,Scorpio,VLX 2WD AIRBAG BSIV,6.0,90000 - 100000 Km,Diesel,Individual,Manual,2nd owner,11.79,2.18,120.0,7.0,8.0,yes,btwn6and8
Mahindra,Scorpio,VLX 2WD AT BSIV,2.75,150000 - 160000 Km,Diesel,Individual,Automatic,3rd owner,11.79,2.18,120.0,7.0,13.0,yes,btwn6and8
Land Rover,Range Rover Evoque,2.2L DYNAMIC,23.49,140000 - 150000 Km,Diesel,Individual,Automatic,2nd owner,12.7,2.0,177.0,5.0,10.0,No,5andBelow
Hyundai,i20,1.4 SPORTZ,7.4,50000 - 60000 Km,Diesel,Individual,Manual,1st owner,21.9,1.4,88.73,5.0,5.0,yes,5andBelow
Maruti,Baleno,ALPHA 1.3,8.0,80000 - 90000 Km,Diesel,Individual,Manual,1st owner,25.2,1.25,74.0,5.0,5.0,yes,5andBelow
Hyundai,Verna,CRDI 1.6 SX OPTION,11.0,90000 - 100000 Km,Diesel,Individual,Manual,1st owner,16.8,1.58,126.0,5.0,3.0,yes,5andBelow
BMW,X1,SDRIVE20D,7.5,90000 - 100000 Km,Diesel,Individual,Automatic,2nd owner,15.4,2.0,184.0,5.0,10.0,No,5andBelow
Maruti,Alto,K10 2010-2014 VXI,2.0,80000 - 90000 Km,Petrol,Individual,Manual,2nd owner,19.7,0.8,46.3,5.0,10.0,yes,5andBelow
